"Frequency","Anode Voltage","Anode Current","Cathode Voltage","Cathode Current","G Anode>Anode","C Anode>Anode","G Cathode>Anode","C Cathode>Anode","G Anode>Cathode","C Anode>Cathode","G Cathode>Cathode","C Cathode>Cathode"
1.0000000000e-03,-3.4000000000e+00,0.0000000000e+00,0.0000000000e+00,-4.3343666230e-22,-4.0176955680e-31,-3.4224849890e-16,-9.4254454050e-20,3.4224849890e-16,4.0176955680e-31,3.4224849890e-16,-2.3527942230e-18,-3.4224849890e-16
1.0000000000e-03,-3.3000000000e+00,0.0000000000e+00,0.0000000000e+00,1.3003099830e-21,-4.0165366730e-31,-3.4215053480e-16,-6.4278501200e-20,3.4215053480e-16,4.0165366730e-31,3.4215053480e-16,1.9909681270e-19,-3.4215053480e-16
1.0000000000e-03,-3.2000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.3385543930e-21,-4.0152765230e-31,-3.4204622710e-16,-2.4505757970e-20,3.4204622710e-16,4.0152765230e-31,3.4204622710e-16,-1.2143056380e-18,-3.4204622710e-16
1.0000000000e-03,-3.1000000000e+00,0.0000000000e+00,0.0000000000e+00,-4.2068852320e-22,-4.0139041060e-31,-3.4193495470e-16,1.1504354900e-19,3.4193495470e-16,4.0139041060e-31,3.4193495470e-16,-4.0928880380e-19,-3.4193495470e-16
1.0000000000e-03,-3.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.7168107200e-22,-4.0124068670e-31,-3.4181601450e-16,3.8382290650e-21,3.4181601450e-16,4.0124068670e-31,3.4181601450e-16,6.5153353250e-19,-3.4181601450e-16
1.0000000000e-03,-2.9000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0453472430e-21,-4.0107704410e-31,-3.4168860740e-16,-1.1029278200e-19,3.4168860740e-16,4.0107704410e-31,3.4168860740e-16,-4.2439057440e-18,-3.4168860740e-16
1.0000000000e-03,-2.8000000000e+00,0.0000000000e+00,0.0000000000e+00,-8.6687332060e-22,-4.0089783290e-31,-3.4155182180e-16,-4.5196265680e-20,3.4155182180e-16,4.0089783290e-31,3.4155182180e-16,5.9420844400e-19,-3.4155182180e-16
1.0000000000e-03,-2.7000000000e+00,0.0000000000e+00,0.0000000000e+00,4.8442921190e-22,-4.0070114990e-31,-3.4140461330e-16,-5.4367104800e-20,3.4140461330e-16,4.0070114990e-31,3.4140461330e-16,-9.0733903480e-19,-3.4140461330e-16
1.0000000000e-03,-2.6000000000e+00,0.0000000000e+00,0.0000000000e+00,-5.7366616730e-22,-4.0048479060e-31,-3.4124578020e-16,4.0918169630e-20,3.4124578020e-16,4.0048479060e-31,3.4124578020e-16,1.9009739020e-18,-3.4124578020e-16
1.0000000000e-03,-2.5000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2748135500e-23,-4.0024618900e-31,-3.4107393340e-16,1.2064121190e-20,3.4107393340e-16,4.0024618900e-31,3.4107393340e-16,-8.5371233920e-19,-3.4107393340e-16
1.0000000000e-03,-2.4000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.6190134100e-21,-3.9998234370e-31,-3.4088745890e-16,-2.0424036980e-20,3.4088745890e-16,3.9998234370e-31,3.4088745890e-16,-7.2981618020e-19,-3.4088745890e-16
1.0000000000e-03,-2.3000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.2238211620e-21,-3.9968972580e-31,-3.4068447210e-16,-7.5812653080e-20,3.4068447210e-16,3.9968972580e-31,3.4068447210e-16,2.1413694340e-18,-3.4068447210e-16
1.0000000000e-03,-2.2000000000e+00,0.0000000000e+00,0.0000000000e+00,-5.8641430720e-22,-3.9936416240e-31,-3.4046275900e-16,9.9372344790e-21,3.4046275900e-16,3.9936416240e-31,3.4046275900e-16,-1.1089014430e-18,-3.4046275900e-16
1.0000000000e-03,-2.1000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9632131120e-21,-3.9900068910e-31,-3.4021970380e-16,4.5911533890e-22,3.4021970380e-16,3.9900068910e-31,3.4021970380e-16,-1.2790275120e-18,-3.4021970380e-16
1.0000000000e-03,-2.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.2748137150e-22,-3.9859336200e-31,-3.3995219540e-16,-3.1041180900e-21,3.3995219540e-16,3.9859336200e-31,3.3995219540e-16,1.2845751010e-18,-3.3995219540e-16
1.0000000000e-03,-1.9000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.4221460720e-22,-3.9813501500e-31,-3.3965650800e-16,1.7611616350e-20,3.3965650800e-16,3.9813501500e-31,3.3965650800e-16,-1.3591593560e-18,-3.3965650800e-16
1.0000000000e-03,-1.8000000000e+00,0.0000000000e+00,0.0000000000e+00,-6.7565126750e-22,-3.9761694350e-31,-3.3932814580e-16,1.7426184580e-20,3.3932814580e-16,3.9761694350e-31,3.3932814580e-16,-4.0250841690e-19,-3.3932814580e-16
1.0000000000e-03,-1.7000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.2748136690e-23,-3.9702848970e-31,-3.3896164070e-16,-4.5631120710e-20,3.3896164070e-16,3.9702848970e-31,3.3896164070e-16,-1.0102776350e-18,-3.3896164070e-16
1.0000000000e-03,-1.6000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.5496274200e-22,-3.9635649080e-31,-3.3855028330e-16,-9.7581443670e-21,3.3855028330e-16,3.9635649080e-31,3.3855028330e-16,-1.8559767890e-18,-3.3855028330e-16
1.0000000000e-03,-1.5000000000e+00,0.0000000000e+00,0.0000000000e+00,8.5412518670e-22,-3.9558453820e-31,-3.3808576340e-16,-4.6639096310e-21,3.3808576340e-16,3.9558453820e-31,3.3808576340e-16,-1.8701539620e-18,-3.3808576340e-16
1.0000000000e-03,-1.4000000000e+00,0.0000000000e+00,0.0000000000e+00,6.6290312940e-22,-3.9469197000e-31,-3.3755768350e-16,2.6845716860e-20,3.3755768350e-16,3.9469197000e-31,3.3755768350e-16,9.5171974840e-19,-3.3755768350e-16
1.0000000000e-03,-1.3000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.2946646770e-22,-3.9365248340e-31,-3.3695288930e-16,3.8950194700e-20,3.3695288930e-16,3.9365248340e-31,3.3695288930e-16,-1.5354494130e-18,-3.3695288930e-16
1.0000000000e-03,-1.2000000000e+00,0.0000000000e+00,0.0000000000e+00,1.3385543940e-21,-3.9243219880e-31,-3.3625453910e-16,1.7355713870e-20,3.3625453910e-16,3.9243219880e-31,3.3625453910e-16,1.1526657570e-19,-3.3625453910e-16
1.0000000000e-03,-1.1000000000e+00,0.0000000000e+00,0.0000000000e+00,1.1090879280e-21,-3.9098691700e-31,-3.3544078880e-16,2.1166568230e-20,3.3544078880e-16,3.9098691700e-31,3.3544078880e-16,-3.6983928060e-20,-3.3544078880e-16
1.0000000000e-03,-1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.5214008780e-22,-3.8925818030e-31,-3.3448290510e-16,-4.1259512830e-20,3.3448290510e-16,3.8925818030e-31,3.3448290510e-16,-1.5921581030e-18,-3.3448290510e-16
1.0000000000e-03,-9.0000000000e-01,0.0000000000e+00,0.0000000000e+00,-1.0963397880e-21,-3.8716752480e-31,-3.3334251540e-16,5.8332633770e-20,3.3334251540e-16,3.8716752480e-31,3.3334251540e-16,1.1699249240e-18,-3.3334251540e-16
1.0000000000e-03,-8.0000000000e-01,0.0000000000e+00,0.0000000000e+00,9.3061400530e-22,-3.8460796880e-31,-3.3196753420e-16,1.4437441390e-20,3.3196753420e-16,3.8460796880e-31,3.3196753420e-16,5.8804445590e-19,-3.3196753420e-16
1.0000000000e-03,-7.0000000000e-01,0.0000000000e+00,0.0000000000e+00,4.2068852360e-22,-3.8143122280e-31,-3.3028602930e-16,-3.9366105880e-20,3.3028602930e-16,3.8143122280e-31,3.3028602930e-16,-1.4620979560e-18,-3.3028602930e-16
1.0000000000e-03,-6.0000000000e-01,0.0000000000e+00,0.0000000000e+00,6.8839940390e-22,-3.7742822590e-31,-3.2819684940e-16,-3.2937475340e-20,3.2819684940e-16,3.7742822590e-31,3.2819684940e-16,-8.8884707080e-19,-3.2819684940e-16
1.0000000000e-03,-5.0000000000e-01,0.0000000000e+00,0.0000000000e+00,3.8244409610e-23,-3.7229925620e-31,-3.2555512400e-16,-1.8155435260e-21,3.2555512400e-16,3.7229925620e-31,3.2555512400e-16,-9.8192328970e-19,-3.2555512400e-16
1.0000000000e-03,-4.0000000000e-01,0.0000000000e+00,0.0000000000e+00,-1.3385543950e-21,-3.6560791090e-31,-3.2214965850e-16,-7.0223714950e-21,3.2214965850e-16,3.6560791090e-31,3.2214965850e-16,-7.9885284580e-19,-3.2214965850e-16
1.0000000000e-03,-3.0000000000e-01,0.0000000000e+00,0.0000000000e+00,1.8612280150e-21,-3.5671088360e-31,-3.1766773250e-16,-7.3624103910e-20,3.1766773250e-16,3.5671088360e-31,3.1766773250e-16,-6.6324510960e-19,-3.1766773250e-16
1.0000000000e-03,-2.0000000000e-01,0.0000000000e+00,0.0000000000e+00,-5.2267362180e-22,-3.4465390560e-31,-3.1164113350e-16,6.9800091270e-21,3.1164113350e-16,3.4465390560e-31,3.1164113350e-16,-7.1687180540e-19,-3.1164113350e-16
1.0000000000e-03,-1.0000000000e-01,0.0000000000e+00,0.0000000000e+00,-3.1870342740e-22,-3.2802819230e-31,-3.0336701540e-16,1.6263312160e-20,3.0336701540e-16,3.2802819230e-31,3.0336701540e-16,4.9311904540e-21,-3.0336701540e-16
1.0000000000e-03,3.5589908190e-15,0.0000000000e+00,0.0000000000e+00,-1.3895469410e-21,-3.0480965820e-31,-2.9180560840e-16,-9.7775808290e-21,2.9180560840e-16,3.0480965820e-31,2.9180560840e-16,4.2962996420e-19,-2.9180560840e-16
1.0000000000e-03,1.0000000000e-01,0.0000000000e+00,0.0000000000e+00,1.7464947800e-21,-2.7233907770e-31,-2.7551011930e-16,-4.1621967830e-21,2.7551011930e-16,2.7233907770e-31,2.7551011930e-16,1.5471609910e-19,-2.7551011930e-16
1.0000000000e-03,2.0000000000e-01,0.0000000000e+00,0.0000000000e+00,2.5623755500e-21,-2.2815921620e-31,-2.5289069300e-16,6.6891910870e-21,2.5289069300e-16,2.2815921620e-31,2.5289069300e-16,-1.7875565220e-19,-2.5289069300e-16
1.0000000000e-03,3.0000000000e-01,0.0000000000e+00,0.0000000000e+00,2.2946646750e-22,-1.7353221580e-31,-2.2371717050e-16,2.0428443440e-20,2.2371717050e-16,1.7353221580e-31,2.2371717050e-16,3.6983928100e-21,-2.2371717050e-16
1.0000000000e-03,4.0000000000e-01,0.0000000000e+00,0.0000000000e+00,-1.9122205420e-22,-1.1849181020e-31,-1.9191483850e-16,9.3483138120e-21,1.9191483850e-16,1.1849181020e-31,1.9191483850e-16,-4.1298719790e-20,-1.9191483850e-16
1.0000000000e-03,5.0000000000e-01,0.0000000000e+00,0.0000000000e+00,4.1501560240e-19,-7.6089525980e-32,-1.6423083910e-16,-5.9472854780e-22,1.6423083910e-16,7.6089525980e-32,1.6423083910e-16,-4.9311904530e-20,-1.6423083910e-16
1.0000000000e-03,6.0000000000e-01,0.0000000000e+00,0.0000000000e+00,3.7543263670e-19,-4.8988582940e-32,-1.4363840300e-16,7.8422359130e-21,1.4363840300e-16,4.8988582940e-32,1.4363840300e-16,5.8557885720e-20,-1.4363840300e-16
1.0000000000e-03,7.0000000000e-01,0.0000000000e+00,0.0000000000e+00,1.8989624970e-19,-3.2357648590e-32,-1.2882357040e-16,1.2616468720e-21,1.2882357040e-16,3.2357648590e-32,1.2882357040e-16,-4.8079084290e-20,-1.2882357040e-16
1.0000000000e-03,8.0000000000e-01,0.0000000000e+00,0.0000000000e+00,3.4840658480e-20,-3.2012238560e-32,-1.1784750600e-16,4.3338669540e-21,1.1784750600e-16,3.2012238560e-32,1.1784750600e-16,3.2053144420e-20,-1.1784750600e-16
1.0000000000e-03,9.0000000000e-01,0.0000000000e+00,0.0000000000e+00,-1.9950834600e-20,-1.3869557160e-30,-1.0947566320e-16,-2.2412520650e-21,1.0947566320e-16,1.3869557150e-30,1.0947566320e-16,2.0954792150e-20,-1.0947566320e-16
1.0000000000e-03,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.8867243140e-21,-2.1121629560e-28,-1.0321475050e-16,1.2167143200e-21,1.0321475050e-16,2.1121629500e-28,1.0321475050e-16,9.8570346790e-21,-1.0321475050e-16
1.0000000000e-03,1.1000000000e+00,0.0000000000e+00,0.0000000000e+00,7.9803337290e-21,-3.5400455010e-26,-1.0141793140e-16,4.7598776510e-22,1.0141793130e-16,3.5400454590e-26,1.0141793130e-16,1.3820732210e-20,-1.0141793130e-16
1.0000000000e-03,1.2000000000e+00,0.0000000000e+00,0.0000000000e+00,5.6091784940e-22,-3.6533716350e-24,-1.3281854180e-16,1.2235576670e-20,1.3281851300e-16,3.6533717470e-24,1.3281854290e-16,-5.0916111610e-21,-1.3281851390e-16
1.0000000000e-03,1.3000000000e+00,0.0000000000e+00,0.0000000000e+00,7.5213610990e-22,-3.7320003510e-23,-2.2486857340e-16,-5.1769822220e-20,2.2486935440e-16,3.7320119280e-23,2.2486898220e-16,1.2734643400e-19,-2.2486976350e-16
1.0000000000e-03,1.4000000000e+00,0.0000000000e+00,0.0000000000e+00,6.6509577270e-19,-6.9013489230e-23,-2.7873657200e-16,6.4712846720e-21,2.7873745730e-16,6.9013817460e-23,2.7873745730e-16,1.2572840780e-19,-2.7873834340e-16
1.0000000000e-03,1.5000000000e+00,0.0000000000e+00,0.0000000000e+00,-5.9916264430e-22,-8.3838612960e-23,-3.0186681650e-16,1.5232497460e-20,3.0186794530e-16,8.3839111910e-23,3.0186806260e-16,1.6082418660e-19,-3.0186919380e-16
1.0000000000e-03,1.6000000000e+00,0.0000000000e+00,0.0000000000e+00,1.1286688690e-18,-9.1149977210e-23,-3.1362343020e-16,-1.0966797600e-19,3.1361932980e-16,9.1147754510e-23,3.1361803740e-16,-6.1497243450e-19,-3.1361393410e-16
1.0000000000e-03,1.7000000000e+00,0.0000000000e+00,0.0000000000e+00,2.4986036680e-21,-9.5217241060e-23,-3.2056049970e-16,5.8672586380e-21,3.2056924230e-16,9.5220861900e-23,3.2056917190e-16,1.1122721330e-18,-3.2057791760e-16
1.0000000000e-03,1.8000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.6572512830e-22,-9.7693383620e-23,-3.2509398410e-16,1.9605533490e-22,3.2509950030e-16,9.7695809120e-23,3.2509975750e-16,7.5629515010e-19,-3.2510527350e-16
1.0000000000e-03,1.9000000000e+00,0.0000000000e+00,0.0000000000e+00,-4.5893343980e-22,-9.9305879330e-23,-3.2827219110e-16,3.3382185640e-20,3.2827080770e-16,9.9305442830e-23,3.2827115520e-16,-1.6803080630e-19,-3.2826977450e-16
1.0000000000e-03,2.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.0198408440e-22,-1.0040884800e-22,-3.3061826020e-16,-1.3635409990e-19,3.3060600900e-16,1.0040311020e-22,3.3060466250e-16,-1.6194041100e-18,-3.3059240530e-16
1.0000000000e-03,2.1000000000e+00,0.0000000000e+00,0.0000000000e+00,4.8442958640e-22,-1.0119932420e-22,-3.3241473210e-16,-5.1070010480e-20,3.3241881300e-16,1.0120086430e-22,3.3241838000e-16,5.2150512230e-19,-3.3242246530e-16
1.0000000000e-03,2.2000000000e+00,0.0000000000e+00,0.0000000000e+00,2.6771095920e-22,-1.0176752060e-22,-3.3383286630e-16,5.4939248060e-20,3.3381791730e-16,1.0176152760e-22,3.3381867000e-16,-1.8730507610e-18,-3.3380371660e-16
1.0000000000e-03,2.3000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.1473384630e-22,-1.0220403990e-22,-3.3498149990e-16,-1.1910255530e-19,3.3498870010e-16,1.0220677190e-22,3.3498797330e-16,9.3672674560e-19,-3.3499517790e-16
1.0000000000e-03,2.4000000000e+00,0.0000000000e+00,0.0000000000e+00,5.6091781580e-22,-1.0252962440e-22,-3.3592636180e-16,7.0009541930e-22,3.3593309040e-16,1.0253239870e-22,3.3593293910e-16,8.5030418500e-19,-3.3593965670e-16
1.0000000000e-03,2.5000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0835916360e-21,-1.0277405020e-22,-3.3671883920e-16,-1.1029953480e-20,3.3670373800e-16,1.0276755910e-22,3.3670343920e-16,-1.9784700430e-18,-3.3668834810e-16
1.0000000000e-03,2.6000000000e+00,0.0000000000e+00,0.0000000000e+00,-6.3740823290e-23,-1.0297091370e-22,-3.3739271000e-16,-1.2427039500e-19,3.3738185080e-16,1.0296603770e-22,3.3738113360e-16,-1.3724020250e-18,-3.3737027850e-16
1.0000000000e-03,2.7000000000e+00,0.0000000000e+00,0.0000000000e+00,4.0793963280e-22,-1.0312189430e-22,-3.3797186510e-16,-2.3245182920e-19,3.3795393670e-16,1.0311347200e-22,3.3795185360e-16,-2.3533363830e-18,-3.3793392700e-16
1.0000000000e-03,2.8000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.1753901570e-30,-1.0323926440e-22,-3.3847215550e-16,-8.7115236830e-21,3.3844769590e-16,1.0322888530e-22,3.3844747560e-16,-3.1714882940e-18,-3.3842302230e-16
1.0000000000e-03,2.9000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0708433370e-21,-1.0334115390e-22,-3.3891223780e-16,-6.0199077990e-20,3.3891123270e-16,1.0334059210e-22,3.3891090110e-16,-1.2595706380e-19,-3.3890988750e-16
1.0000000000e-03,3.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.3740750340e-23,-1.0341136770e-22,-3.3929964980e-16,3.0041571680e-20,3.3928614350e-16,1.0340597460e-22,3.3928680700e-16,-1.6972331940e-18,-3.3927329990e-16
1.0000000000e-03,3.1000000000e+00,0.0000000000e+00,0.0000000000e+00,6.7565133410e-22,-1.0346589240e-22,-3.3964438700e-16,6.1563347260e-20,3.3961928230e-16,1.0345561690e-22,3.3961989840e-16,-3.2297959600e-18,-3.3959480070e-16
1.0000000000e-03,3.2000000000e+00,0.0000000000e+00,0.0000000000e+00,2.8046003370e-22,-1.0351427490e-22,-3.3995348120e-16,-7.4047367660e-21,3.3993827460e-16,1.0350766800e-22,3.3993772460e-16,-2.0293166840e-18,-3.3992251750e-16
1.0000000000e-03,3.3000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.4150433920e-21,-1.0354589920e-22,-3.4023126060e-16,-3.8648977270e-20,3.4020617100e-16,1.0353514040e-22,3.4020558380e-16,-3.2800606690e-18,-3.4018050440e-16
1.0000000000e-03,3.4000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2748293020e-23,-1.0358205130e-22,-3.4048255180e-16,-8.8694257530e-20,3.4049070230e-16,1.0358528740e-22,3.4049027940e-16,1.0846469600e-18,-3.4049842860e-16
1.0000000000e-03,3.5000000000e+00,0.0000000000e+00,0.0000000000e+00,8.9236250060e-23,-1.0360255550e-22,-3.4071053590e-16,-1.0260363030e-19,3.4072445890e-16,1.0360835860e-22,3.4072440250e-16,1.8972527320e-18,-3.4073832080e-16
1.0000000000e-03,3.6000000000e+00,0.0000000000e+00,0.0000000000e+00,-8.2862706680e-22,-1.0362611610e-22,-3.4091902480e-16,-1.8715344220e-19,3.4096743780e-16,1.0364602400e-22,3.4096662100e-16,6.3470076980e-18,-3.4101504270e-16
1.0000000000e-03,3.7000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.1671828250e-22,-1.0363077560e-22,-3.4110614950e-16,2.2398299770e-19,3.4114843200e-16,1.0364928480e-22,3.4115043000e-16,5.5271169020e-18,-3.4119273420e-16
1.0000000000e-03,3.8000000000e+00,0.0000000000e+00,0.0000000000e+00,-8.5412605290e-22,-1.0360596540e-22,-3.4128191470e-16,1.0562530770e-19,3.4122909680e-16,1.0358419670e-22,3.4122979050e-16,-6.8669224110e-18,-3.4117698270e-16
1.0000000000e-03,3.9000000000e+00,0.0000000000e+00,0.0000000000e+00,4.3343678720e-22,-1.0361974020e-22,-3.4144299890e-16,1.1973320230e-19,3.4143463520e-16,1.0361653950e-22,3.4143533170e-16,-1.1237247120e-18,-3.4142696190e-16
1.0000000000e-03,4.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.0397006170e-22,-1.0361420480e-22,-3.4159405470e-16,-1.4060140710e-19,3.4157330080e-16,1.0360478500e-22,3.4157147560e-16,-2.7955135340e-18,-3.4155071870e-16
1.0000000000e-03,4.1000000000e+00,0.0000000000e+00,0.0000000000e+00,2.1671900230e-22,-1.0362442530e-22,-3.4173265260e-16,-1.9033177900e-19,3.4176163500e-16,1.0363566490e-22,3.4175960440e-16,3.6863873070e-18,-3.4178858780e-16
1.0000000000e-03,4.2000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5398454340e-18,-1.0360234120e-22,-3.4186100660e-16,-1.7073581080e-19,3.4184085340e-16,1.0359288710e-22,3.4183832110e-16,-2.7776199140e-18,-3.4181817500e-16
1.0000000000e-03,4.3000000000e+00,0.0000000000e+00,0.0000000000e+00,3.9051648650e-18,-1.0361131700e-22,-3.4198054210e-16,-1.4024734120e-19,3.4201944750e-16,1.0362723840e-22,3.4201875950e-16,5.1102146950e-18,-3.4205766840e-16
1.0000000000e-03,4.4000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9197494870e-19,-1.0358303490e-22,-3.4209148740e-16,-1.7808813830e-20,3.4207241820e-16,1.0357537600e-22,3.4207309080e-16,-2.3828926330e-18,-3.4205402380e-16
1.0000000000e-03,4.5000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0782717940e-21,-1.0360530550e-22,-3.4219604260e-16,7.0056638440e-21,3.4228885560e-16,1.0364421040e-22,3.4228950610e-16,1.2170557800e-17,-3.4238236160e-16
1.0000000000e-03,4.6000000000e+00,0.0000000000e+00,0.0000000000e+00,9.4197902090e-21,-1.0356936610e-22,-3.4229590620e-16,-2.0204901210e-19,3.4230948660e-16,1.0357362050e-22,3.4230613410e-16,1.5339894410e-18,-3.4231971220e-16
1.0000000000e-03,4.7000000000e+00,0.0000000000e+00,0.0000000000e+00,3.0915420510e-19,-1.0353950670e-22,-3.4238695400e-16,-3.2198535780e-20,3.4234820060e-16,1.0352316910e-22,3.4234765350e-16,-5.0848092260e-18,-3.4230892310e-16
1.0000000000e-03,4.8000000000e+00,0.0000000000e+00,0.0000000000e+00,9.2374167320e-19,-1.0353590160e-22,-3.4247321320e-16,5.8363147790e-20,3.4247046290e-16,1.0353488290e-22,3.4247076190e-16,-3.8341400010e-19,-3.4246801130e-16
1.0000000000e-03,4.9000000000e+00,0.0000000000e+00,0.0000000000e+00,2.1522791490e-19,-1.0352217920e-22,-3.4255451370e-16,1.5102366930e-19,3.4255639980e-16,1.0352341950e-22,3.4255749950e-16,2.3587958260e-19,-3.4255938820e-16
1.0000000000e-03,5.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5198039590e-19,-1.0349401230e-22,-3.4263352380e-16,-4.9718768690e-20,3.4259089210e-16,1.0347637110e-22,3.4259103240e-16,-5.5030104350e-18,-3.4254841080e-16
